,City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
1363,Ahmedabad,25-09-2018,18.87,27.35,85.35,62.04,27.35,38.27,152.71278503570014,3.94,16.02,0.65,457.0,Severe
1364,Ahmedabad,26-09-2018,22.11,24.68,100.39,67.38,24.68,78.83,117.57325833466615,3.94,16.02,0.65,428.0,Severe
1365,Ahmedabad,27-09-2018,24.07,20.32,133.0,80.04,20.32,45.29,75.33,3.94,16.02,0.65,413.0,Severe
1366,Ahmedabad,28-09-2018,25.9,40.29,165.62,110.86,40.29,56.95,37.07,3.94,16.02,0.65,680.0,Severe
1367,Ahmedabad,29-09-2018,29.8,42.91,169.17,114.54,42.91,64.17,53.0,3.94,16.02,0.65,787.0,Severe
1368,Ahmedabad,30-09-2018,29.37,42.88,163.3,111.66,42.88,60.33,44.38,3.94,16.02,0.65,862.0,Severe
1369,Ahmedabad,01-10-2018,33.95,59.21,191.14,136.93,59.21,74.04,45.36,3.94,16.02,0.65,951.0,Severe
1370,Ahmedabad,02-10-2018,31.13,26.73,177.13,106.35,26.73,53.57,67.63,4.26,14.93,1.28,712.0,Severe
1371,Ahmedabad,03-10-2018,58.28,15.84,127.95,74.24,15.84,128.38,66.85,4.41,12.36,3.3,483.0,Severe
1372,Ahmedabad,04-10-2018,63.92,12.95,102.78,46.66,12.95,92.16,69.39,3.65,12.86,4.34,379.0,Very Poor
1373,Ahmedabad,05-10-2018,73.89,4.5,53.74,28.34,4.5,46.31,59.52,3.65,12.86,4.34,214.0,Poor
1374,Ahmedabad,06-10-2018,79.37,30.71,62.42,50.34,30.71,80.71,69.32,3.77,17.32,5.84,508.0,Severe
1375,Ahmedabad,07-10-2018,78.64,32.81,68.8,58.04,32.81,75.18,57.87,3.87,21.26,7.16,713.0,Severe
1376,Ahmedabad,08-10-2018,122.92,34.89,94.67,72.22,34.89,119.78,40.0,3.87,21.26,7.16,688.0,Severe
1377,Ahmedabad,09-10-2018,160.05,34.65,115.92,82.4,34.65,90.5,48.77,3.87,21.26,7.16,844.0,Severe
1378,Ahmedabad,10-10-2018,113.9,46.02,68.38,63.36,46.02,100.12,65.26,3.87,21.26,7.16,786.0,Severe
1379,Ahmedabad,11-10-2018,126.66,33.97,112.69,45.73,33.97,76.09,55.06,3.87,21.26,7.16,664.0,Severe
1380,Ahmedabad,12-10-2018,116.02,44.47,98.22,48.04,44.47,64.62,39.74,3.87,21.26,7.16,914.0,Severe
1381,Ahmedabad,13-10-2018,96.65,25.15,110.33,40.26,25.15,53.75,59.62,3.87,21.26,7.16,536.0,Severe
1382,Ahmedabad,14-10-2018,110.05,19.73,114.23,38.17,19.73,101.29,51.12,3.87,21.26,7.16,403.0,Severe
1383,Ahmedabad,15-10-2018,109.84,23.16,104.87,37.85,23.16,72.69,60.82,3.87,21.26,7.16,427.0,Severe
1384,Ahmedabad,16-10-2018,140.06,28.2,146.82,50.64,28.2,98.85,57.6,3.87,21.26,7.16,685.0,Severe
1385,Ahmedabad,17-10-2018,109.11,29.19,118.85,44.54,29.19,94.22,60.25,3.87,21.26,7.16,558.0,Severe
1386,Ahmedabad,18-10-2018,107.26,26.76,94.48,37.38,26.76,90.9,48.62,3.87,21.26,7.16,487.0,Severe
1387,Ahmedabad,19-10-2018,105.87,18.18,90.33,31.62,18.18,97.98,46.82,3.87,21.26,7.16,453.0,Severe
1388,Ahmedabad,20-10-2018,101.86,27.99,105.96,40.8,27.99,89.37,54.3,3.87,21.26,7.16,559.0,Severe
1389,Ahmedabad,21-10-2018,96.15,94.41,80.49,71.73,94.41,76.61,42.8,3.87,21.26,7.16,1291.0,Severe
1390,Ahmedabad,22-10-2018,88.58,112.71,85.92,85.03,112.71,90.9,57.78,3.87,21.26,7.16,1350.0,Severe
1391,Ahmedabad,23-10-2018,129.98,81.12,97.96,69.53,81.12,70.06,105.09749975212225,3.87,21.26,7.16,1561.0,Severe
1392,Ahmedabad,24-10-2018,103.71,34.72,111.67,45.91,34.72,54.23,119.43,3.87,21.26,7.16,906.0,Severe
1393,Ahmedabad,25-10-2018,121.11,51.7,137.41,61.49,51.7,78.64,58.07,3.87,21.26,7.16,824.0,Severe
1394,Ahmedabad,26-10-2018,82.49,30.47,80.4,36.1,30.47,61.13,48.85,3.87,21.26,7.16,578.0,Severe
1395,Ahmedabad,27-10-2018,72.93,90.96,78.54,73.82,90.96,39.24,69.95,3.87,21.26,7.16,161.0,Moderate
1396,Ahmedabad,28-10-2018,94.08,34.06,50.69,30.89,34.06,68.42,47.74,3.87,21.26,7.16,849.0,Severe
1397,Ahmedabad,29-10-2018,82.88,18.59,73.74,27.9,18.59,56.89,47.67,7.12,27.68,33.44,574.0,Severe
1398,Ahmedabad,30-10-2018,88.69,26.91,70.9,31.3,26.91,68.94,53.16,38.06,34.91,109.23,509.0,Severe
1399,Ahmedabad,31-10-2018,82.52,24.13,69.94,30.08,24.13,44.95,64.07,10.47,23.09,3.27,556.0,Severe
1400,Ahmedabad,01-11-2018,72.11,48.7,85.77,47.36,48.7,42.51,54.52,8.43,46.89,7.26,669.0,Severe
1401,Ahmedabad,02-11-2018,78.48,49.94,110.63,54.14,49.94,67.06,46.93,16.41,36.27,6.95,1217.0,Severe
1402,Ahmedabad,03-11-2018,103.22,68.97,102.84,62.88,68.97,57.8,52.79,32.77,39.01,15.09,1033.0,Severe
1403,Ahmedabad,04-11-2018,70.39,44.04,55.52,37.71,44.04,69.83,59.5,77.43,72.18,53.35,625.0,Severe
1404,Ahmedabad,05-11-2018,107.9,43.47,109.59,50.08,43.47,49.76,55.01,34.93,68.8,26.9,803.0,Severe
1405,Ahmedabad,06-11-2018,117.08,37.42,106.21,46.11,37.42,77.6,55.05,16.14,53.75,11.36,741.0,Severe
1406,Ahmedabad,07-11-2018,162.18,59.53,94.35,59.82,59.53,42.01,67.0,16.62,52.51,11.42,776.0,Severe
1407,Ahmedabad,08-11-2018,205.21,93.31,100.87,77.22,93.31,75.95,61.17,20.41,55.29,13.92,1630.0,Severe
1408,Ahmedabad,09-11-2018,165.37,70.6,95.3,61.99,70.6,52.45,39.6,17.88,48.01,11.32,1160.0,Severe
1409,Ahmedabad,10-11-2018,110.7,38.01,107.13,76.89,38.01,57.58,38.985264478923376,19.05,52.97,12.11,1056.0,Severe
1410,Ahmedabad,11-11-2018,143.72,65.62,102.87,75.79,65.62,51.92,65.40789078024646,18.27,54.64,15.01,1256.0,Severe
1411,Ahmedabad,12-11-2018,91.56,79.42,118.89,73.26,79.42,60.97,110.15868127922474,21.11,56.47,13.11,1154.0,Severe
1412,Ahmedabad,13-11-2018,133.13,77.55,155.59,80.21,77.55,101.13,120.98245022739077,26.28,59.96,15.48,1548.0,Severe
1413,Ahmedabad,14-11-2018,143.52,41.62,138.89,56.23,41.62,91.74,89.17,3.97,32.2,6.81,820.0,Severe
1414,Ahmedabad,15-11-2018,83.28,33.47,97.9,41.93,33.47,48.93,36.84,3.97,32.2,6.81,688.0,Severe
1415,Ahmedabad,16-11-2018,75.58,44.07,68.01,40.73,44.07,47.43,68.17,3.97,32.2,6.81,595.0,Severe
1416,Ahmedabad,17-11-2018,93.73,68.52,84.54,96.09,68.52,62.65,50.29,3.97,32.2,6.81,1354.0,Severe
1417,Ahmedabad,18-11-2018,127.46,108.81,77.65,129.43,108.81,63.63,48.32,3.97,32.2,6.81,1672.0,Severe
1418,Ahmedabad,19-11-2018,98.6,90.33,86.74,70.77,90.33,85.76,52.53,3.97,32.2,6.81,1472.0,Severe
1419,Ahmedabad,20-11-2018,84.71,88.34,83.28,83.77,88.34,70.31,40.06,3.97,32.2,6.81,1295.0,Severe
1420,Ahmedabad,21-11-2018,86.52,115.87,66.59,81.77,115.87,44.24,36.0,3.97,32.2,6.81,1646.0,Severe
1421,Ahmedabad,22-11-2018,90.1,57.16,87.75,52.58,57.16,60.45,41.82,3.97,32.2,6.81,1329.0,Severe
1422,Ahmedabad,23-11-2018,68.52,39.47,72.83,39.22,39.47,60.58,50.1,3.97,32.2,6.81,530.0,Severe
1423,Ahmedabad,24-11-2018,86.43,34.52,82.76,38.92,34.52,62.48,47.34,3.97,32.2,6.81,798.0,Severe
1424,Ahmedabad,25-11-2018,70.51,25.76,98.98,37.9,25.76,67.36,47.72,3.97,32.2,6.81,689.0,Severe
1425,Ahmedabad,26-11-2018,78.48,16.91,84.74,29.58,16.91,61.98,56.39,3.97,32.2,6.81,413.0,Severe
1426,Ahmedabad,27-11-2018,63.75,11.7,77.73,25.01,11.7,64.78,59.28,3.97,32.2,6.81,415.0,Severe
1427,Ahmedabad,28-11-2018,68.3,8.69,73.99,22.45,8.69,50.93,72.2,3.99,32.22,6.84,228.0,Poor
1428,Ahmedabad,29-11-2018,91.23,32.82,65.66,33.9,32.82,34.58,56.17,4.0,32.25,6.89,392.0,Very Poor
1429,Ahmedabad,30-11-2018,92.74,28.91,80.7,35.3,28.91,44.35,46.56,4.03,32.27,6.9,657.0,Severe
1430,Ahmedabad,01-12-2018,96.58,42.1,80.15,42.52,42.1,52.73,42.37,4.04,32.3,6.9,657.0,Severe
1431,Ahmedabad,02-12-2018,91.37,28.26,91.43,37.49,28.26,51.83,38.19,4.04,32.27,6.89,702.0,Severe
1432,Ahmedabad,03-12-2018,88.02,25.92,83.26,34.25,25.92,37.48,42.7,4.07,32.29,6.88,488.0,Severe
1433,Ahmedabad,04-12-2018,96.82,31.36,78.81,36.22,31.36,31.51,42.71,4.06,32.31,6.93,605.0,Severe
1434,Ahmedabad,05-12-2018,96.89,28.4,92.83,37.91,28.4,33.05,41.44,4.09,32.31,6.94,687.0,Severe
1435,Ahmedabad,06-12-2018,109.2,37.47,104.9,45.83,37.47,76.7,43.34,4.08,32.3,6.93,714.0,Severe
1436,Ahmedabad,07-12-2018,94.95,30.29,96.97,39.95,30.29,65.02,43.5,4.05,32.34,6.95,667.0,Severe
1437,Ahmedabad,08-12-2018,75.42,11.02,75.02,23.99,11.02,49.3,54.91,4.07,32.31,6.93,423.0,Severe
1438,Ahmedabad,09-12-2018,73.07,32.21,86.61,38.54,32.21,45.82,51.18,4.08,32.35,6.96,417.0,Severe
1439,Ahmedabad,10-12-2018,98.25,57.51,110.07,58.22,57.51,59.11,39.64,4.07,32.35,6.94,1158.0,Severe
1440,Ahmedabad,11-12-2018,118.16,60.28,102.68,58.0,60.28,104.49,32.76,4.11,32.32,6.95,938.0,Severe
1441,Ahmedabad,12-12-2018,95.4,41.8,78.91,42.06,41.8,51.61,39.05,4.09,32.36,6.95,920.0,Severe
1442,Ahmedabad,13-12-2018,70.04,14.87,78.1,26.87,14.87,69.86,55.89,4.05,32.32,6.94,336.0,Very Poor
1443,Ahmedabad,14-12-2018,56.71,7.45,60.4,18.52,7.45,42.48,61.74,4.07,32.3,6.9,275.0,Poor
1444,Ahmedabad,15-12-2018,59.4,7.23,47.87,15.42,7.23,21.53,71.46,4.07,32.33,6.97,191.0,Moderate
1445,Ahmedabad,16-12-2018,54.75,6.99,43.7,14.29,6.99,19.99,76.37,4.06,32.31,6.94,172.0,Moderate
1446,Ahmedabad,17-12-2018,62.18,7.67,55.29,17.43,7.67,29.22,73.67,4.06,32.31,6.93,198.0,Moderate
1447,Ahmedabad,18-12-2018,238.42,26.3,73.22,32.07,26.3,34.63,63.89,4.08,32.34,6.94,381.0,Very Poor
1448,Ahmedabad,19-12-2018,125.16,46.84,96.16,48.74,46.84,63.66,55.2,4.11,32.33,6.96,800.0,Severe
1449,Ahmedabad,20-12-2018,106.45,56.46,78.1,50.03,56.46,83.62,55.5,4.08,32.39,7.0,967.0,Severe
1450,Ahmedabad,21-12-2018,92.45,46.89,85.56,46.28,46.89,60.42,61.55899079275783,4.1,32.39,7.0,978.0,Severe
1451,Ahmedabad,22-12-2018,111.75,89.19,90.59,88.27,89.19,80.9,62.55,4.09,32.36,6.99,1558.0,Severe
1452,Ahmedabad,23-12-2018,106.19,45.76,89.03,47.49,45.76,55.16,53.79,4.1,32.37,6.96,1300.0,Severe
1453,Ahmedabad,24-12-2018,72.1,11.61,94.32,28.91,11.61,54.74,63.46,4.08,32.37,6.95,355.0,Very Poor
1454,Ahmedabad,25-12-2018,79.15,12.74,92.85,29.19,12.74,64.9,70.54,4.08,32.34,6.94,370.0,Very Poor
1455,Ahmedabad,26-12-2018,94.8,23.18,79.56,31.84,23.18,56.2,63.95,4.08,32.3,6.94,448.0,Severe
1456,Ahmedabad,27-12-2018,80.14,86.91,71.98,65.41,86.91,64.7,47.86,4.09,32.31,6.99,1084.0,Severe
1457,Ahmedabad,28-12-2018,89.14,63.43,81.71,55.88,63.43,70.0,44.86,4.07,32.37,6.93,1319.0,Severe
1458,Ahmedabad,29-12-2018,68.29,16.94,82.74,29.12,16.94,61.27,51.76,4.05,32.32,6.94,379.0,Very Poor
1459,Ahmedabad,30-12-2018,67.75,17.63,81.78,29.28,17.63,57.37,63.34,4.07,32.3,6.98,396.0,Very Poor
1460,Ahmedabad,31-12-2018,80.54,71.11,77.0,61.31,71.11,64.49,60.07,4.05,32.33,6.93,744.0,Severe
1461,Ahmedabad,01-01-2019,110.71,63.03,111.56,100.04,63.03,80.15,57.12,4.08,32.33,6.93,1474.0,Severe
1462,Ahmedabad,02-01-2019,147.57,59.56,107.46,129.87,59.56,47.7,48.23,4.1,32.34,6.99,1246.0,Severe
1463,Ahmedabad,03-01-2019,131.5,119.68,75.82,88.04,119.68,55.29,43.25,4.09,32.42,7.0,1719.0,Severe
1464,Ahmedabad,04-01-2019,102.12,57.92,95.29,54.93,57.92,69.02,51.71,4.09,32.38,6.98,1264.0,Severe
1465,Ahmedabad,05-01-2019,115.0,63.86,111.04,61.99,63.86,86.65,59.25,4.12,32.43,6.97,1127.0,Severe
1466,Ahmedabad,06-01-2019,84.84,40.16,72.85,39.55,40.16,52.52,59.42,4.12,32.35,7.02,908.0,Severe
1467,Ahmedabad,07-01-2019,74.62,8.16,73.22,21.96,8.16,48.21,74.83,4.12,32.35,6.99,236.0,Poor
1468,Ahmedabad,08-01-2019,89.72,13.83,80.78,26.92,13.83,56.43,73.64,4.09,32.39,6.99,313.0,Very Poor
1469,Ahmedabad,09-01-2019,84.03,26.24,90.66,36.19,26.24,63.72,72.75,4.13,32.39,7.07,471.0,Severe
1470,Ahmedabad,10-01-2019,82.79,32.14,79.69,36.86,32.14,59.98,60.48,4.14,32.36,7.02,661.0,Severe
1471,Ahmedabad,11-01-2019,76.38,42.44,82.76,43.33,42.44,70.61,59.68,4.12,32.37,7.02,711.0,Severe
1472,Ahmedabad,12-01-2019,66.01,53.08,73.79,46.37,53.08,61.71,73.43,4.11,32.35,6.96,854.0,Severe
1473,Ahmedabad,13-01-2019,116.42,63.2,82.77,54.86,63.2,64.52,59.07,4.16,32.4,6.95,1258.0,Severe
1474,Ahmedabad,14-01-2019,75.49,9.04,61.8,19.74,9.04,34.03,80.26,4.16,32.44,7.03,407.0,Severe
1475,Ahmedabad,15-01-2019,66.97,6.96,37.35,12.77,6.96,28.48,89.73,4.11,32.42,7.03,172.0,Moderate
1476,Ahmedabad,16-01-2019,161.09,101.89,116.48,108.56,101.89,64.92,84.85,4.06,32.36,6.94,116.0,Moderate
1477,Ahmedabad,17-01-2019,124.45,96.21,97.63,81.12,96.21,56.28,53.72,4.11,32.36,6.97,1302.0,Severe
1478,Ahmedabad,18-01-2019,95.15,48.24,95.6,49.59,48.24,79.66,52.85,4.12,32.33,6.96,1275.0,Severe
1479,Ahmedabad,19-01-2019,73.58,32.68,80.71,37.41,32.68,56.74,36.97,4.1,32.3,6.96,527.0,Severe
1480,Ahmedabad,20-01-2019,86.32,49.43,104.79,54.37,49.43,79.76,35.32,4.1,32.33,6.95,839.0,Severe
1481,Ahmedabad,21-01-2019,149.26,78.38,85.92,65.56,78.38,98.89,27.07,4.1,32.4,6.95,1537.0,Severe
1482,Ahmedabad,22-01-2019,70.06,26.17,55.69,27.82,26.17,62.14,23.56,4.09,32.34,7.02,547.0,Severe
1483,Ahmedabad,23-01-2019,86.59,40.08,82.87,42.04,40.08,83.72,32.62,4.11,32.35,6.95,716.0,Severe
1484,Ahmedabad,24-01-2019,74.12,18.26,81.45,29.55,18.26,94.78,39.51,4.12,32.33,6.92,464.0,Severe
1485,Ahmedabad,25-01-2019,52.92,11.03,63.81,21.32,11.03,63.17,43.54,4.07,32.32,6.95,302.0,Very Poor
1486,Ahmedabad,26-01-2019,47.26,16.22,64.71,24.43,16.22,63.03,20.0,4.04,32.31,6.95,260.0,Poor
1487,Ahmedabad,27-01-2019,52.79,18.13,59.21,24.19,18.13,37.29,34.386431737678635,4.07,32.34,6.93,430.0,Severe
1488,Ahmedabad,28-01-2019,63.68,22.56,67.41,28.61,22.56,37.73,53.12,4.06,32.32,6.93,477.0,Severe
1489,Ahmedabad,29-01-2019,73.37,16.1,77.92,27.51,16.1,38.59,39.08,4.05,32.28,6.92,491.0,Severe
1490,Ahmedabad,30-01-2019,55.24,34.37,83.79,39.08,34.37,78.4,40.04,4.01,32.3,6.94,470.0,Severe
1491,Ahmedabad,31-01-2019,83.1,37.91,110.77,47.47,37.91,94.79,44.33,4.06,32.31,6.93,847.0,Severe
1492,Ahmedabad,01-02-2019,76.87,17.85,77.35,28.34,17.85,87.94,36.28,4.05,32.3,6.93,559.0,Severe
1493,Ahmedabad,02-02-2019,47.01,13.12,66.95,23.24,13.12,71.48,45.06,4.04,32.33,6.92,334.0,Very Poor
1494,Ahmedabad,03-02-2019,54.77,11.01,77.02,24.46,11.01,64.47,53.55,4.08,32.36,6.94,346.0,Very Poor
1495,Ahmedabad,04-02-2019,103.13,46.91,80.34,45.24,46.91,56.3,52.37,4.08,32.31,7.02,529.0,Severe
1496,Ahmedabad,05-02-2019,117.59,61.13,116.34,61.73,61.13,76.89,42.29,4.12,32.36,7.06,1261.0,Severe
1497,Ahmedabad,06-02-2019,50.15,9.02,67.96,21.2,9.02,57.09,47.5,4.08,32.29,6.94,254.0,Poor
1498,Ahmedabad,07-02-2019,94.1,10.62,44.91,16.6,10.62,42.04,55.84,4.08,32.31,6.93,308.0,Very Poor
1499,Ahmedabad,08-02-2019,105.03,10.13,56.09,18.99,10.13,41.4,43.09,4.07,32.3,6.97,290.0,Poor
1500,Ahmedabad,09-02-2019,46.5,15.39,79.42,27.47,15.39,41.88,41.7,4.08,32.33,6.9,340.0,Very Poor
1501,Ahmedabad,10-02-2019,41.76,20.48,77.13,29.76,20.48,55.24,44.7,4.06,32.31,6.91,492.0,Severe
1502,Ahmedabad,11-02-2019,46.91,14.6,86.07,28.61,14.6,51.46,51.3,4.05,32.32,6.92,343.0,Very Poor
1503,Ahmedabad,12-02-2019,59.98,50.93,76.66,46.6,50.93,53.21,53.67,4.09,32.32,6.9,604.0,Severe
1504,Ahmedabad,13-02-2019,82.79,45.8,86.15,47.96,45.8,93.37,52.04,4.11,32.28,6.99,1028.0,Severe
1505,Ahmedabad,14-02-2019,62.6,19.59,65.12,26.31,19.59,38.05,57.79,4.1,32.36,6.95,755.0,Severe
1506,Ahmedabad,15-02-2019,72.53,20.61,102.5,35.87,20.61,45.85,46.37,4.12,32.31,6.98,489.0,Severe
1507,Ahmedabad,16-02-2019,44.69,32.07,75.36,35.79,32.07,39.99,53.96,4.1,32.37,6.98,373.0,Very Poor
1508,Ahmedabad,17-02-2019,54.18,35.1,83.9,39.51,35.1,51.23,51.56,4.09,32.34,7.03,914.0,Severe
1509,Ahmedabad,18-02-2019,81.84,28.68,104.86,40.93,28.68,87.99,43.05,4.1,32.4,7.02,895.0,Severe
1510,Ahmedabad,19-02-2019,46.48,17.55,60.72,24.22,17.55,42.93,39.32,4.22,32.37,6.99,502.0,Severe
1511,Ahmedabad,20-02-2019,62.32,64.13,83.57,55.67,64.13,38.91,32.1,4.16,32.41,7.0,834.0,Severe
1512,Ahmedabad,21-02-2019,37.26,8.83,37.95,13.95,8.83,23.36,29.13,4.1,32.37,7.03,826.0,Severe
1513,Ahmedabad,22-02-2019,37.96,16.2,48.69,20.61,16.2,19.56,15.47,4.11,32.4,7.03,403.0,Severe
1514,Ahmedabad,23-02-2019,34.1,12.42,67.07,22.88,12.42,42.34,59.67,4.09,32.42,6.97,253.0,Poor
1515,Ahmedabad,24-02-2019,64.5,56.57,77.32,49.9,56.57,52.95,39.14,4.14,32.38,7.02,789.0,Severe
1516,Ahmedabad,25-02-2019,50.97,42.41,49.52,35.15,42.41,38.67,43.21,4.1,32.38,7.02,904.0,Severe
1517,Ahmedabad,26-02-2019,64.44,13.19,45.6,18.2,13.19,33.91,33.88,4.15,32.37,7.08,467.0,Severe
1518,Ahmedabad,27-02-2019,51.5,12.26,52.88,19.41,12.26,29.79,38.45,4.17,32.4,7.09,296.0,Poor
1519,Ahmedabad,28-02-2019,33.38,14.07,73.92,25.42,14.07,50.46,48.39,4.15,32.38,7.04,307.0,Very Poor
1520,Ahmedabad,01-03-2019,42.11,14.18,84.67,28.04,14.18,49.29,47.63,4.11,32.38,6.94,350.0,Very Poor
1521,Ahmedabad,02-03-2019,46.35,9.25,69.51,21.69,9.25,62.8,69.79,4.08,32.34,7.07,318.0,Very Poor
1522,Ahmedabad,03-03-2019,61.32,15.88,48.4,20.36,15.88,49.88,21.17,4.16,32.45,7.04,338.0,Very Poor
1523,Ahmedabad,04-03-2019,48.84,9.85,42.96,15.71,9.85,26.4,51.34,4.1,32.38,7.04,276.0,Poor
1524,Ahmedabad,05-03-2019,39.23,12.69,67.29,23.08,12.69,33.79,59.73,4.07,32.33,7.03,286.0,Poor
1525,Ahmedabad,06-03-2019,45.37,23.56,72.21,30.3,23.56,45.56,49.33,4.17,32.33,6.98,461.0,Severe
1526,Ahmedabad,07-03-2019,55.7,34.47,72.07,36.24,34.47,51.26,52.99,4.12,32.38,7.03,824.0,Severe
1527,Ahmedabad,08-03-2019,54.11,48.38,54.45,38.8,48.38,45.55,41.35,4.15,32.45,7.1,754.0,Severe
1528,Ahmedabad,09-03-2019,52.68,29.23,47.19,26.52,29.23,15.13,57.32,4.16,32.43,7.08,926.0,Severe
1529,Ahmedabad,10-03-2019,44.12,10.66,79.99,24.97,10.66,60.68,61.08,4.17,32.44,7.06,280.0,Poor
1530,Ahmedabad,11-03-2019,46.52,17.55,48.97,21.43,17.55,38.16,47.77,4.12,32.42,7.08,310.0,Very Poor
1531,Ahmedabad,12-03-2019,57.06,34.49,100.8,43.19,34.49,60.72,48.13,4.11,32.35,7.05,606.0,Severe
1532,Ahmedabad,13-03-2019,84.14,15.24,107.41,34.05,15.24,79.47,50.53,4.07,32.43,7.04,632.0,Severe
1533,Ahmedabad,14-03-2019,52.24,10.75,61.88,20.71,10.75,24.81,56.16,4.1,32.37,6.95,262.0,Poor
1534,Ahmedabad,15-03-2019,62.44,26.15,84.42,34.65,26.15,48.85,58.49,4.1,32.38,6.98,428.0,Severe
1535,Ahmedabad,16-03-2019,66.97,17.21,91.72,31.41,17.21,62.66,59.98,4.11,32.39,7.03,625.0,Severe
1536,Ahmedabad,17-03-2019,75.05,12.67,96.99,30.14,12.67,58.55,64.12,4.11,32.4,6.97,321.0,Very Poor
1537,Ahmedabad,18-03-2019,60.5,18.21,104.48,35.0,18.21,41.81,56.66,4.11,32.34,7.03,353.0,Very Poor
1538,Ahmedabad,19-03-2019,88.33,80.16,95.95,73.2,80.16,39.24,45.03,4.08,32.36,7.01,1017.0,Severe
1539,Ahmedabad,20-03-2019,78.11,13.65,60.29,21.95,13.65,40.62,29.9,4.13,32.29,6.97,876.0,Severe
1540,Ahmedabad,21-03-2019,62.04,24.16,60.52,29.65,24.16,38.14,41.42,4.12,32.34,6.98,380.0,Very Poor
1541,Ahmedabad,22-03-2019,73.98,43.21,64.62,40.71,43.21,28.52,48.02,4.1,32.34,6.99,730.0,Severe
1542,Ahmedabad,23-03-2019,75.84,41.7,95.28,46.74,41.7,54.31,50.85,4.14,32.29,7.02,998.0,Severe
1543,Ahmedabad,24-03-2019,92.21,26.17,69.96,60.01,26.17,39.96,43.76,4.13,32.37,7.03,917.0,Severe
1544,Ahmedabad,25-03-2019,64.71,20.95,81.65,31.09,20.95,65.11,38.94,4.09,32.4,6.99,402.0,Severe
1545,Ahmedabad,26-03-2019,67.44,15.64,86.7,29.34,15.64,61.6,47.12,4.13,32.33,6.98,404.0,Severe
1546,Ahmedabad,27-03-2019,69.51,54.2,85.74,53.69,54.2,69.03,63.51,4.13,32.34,7.03,559.0,Severe
1547,Ahmedabad,28-03-2019,112.44,61.37,88.16,69.9,61.37,88.25,41.77,4.19,32.47,7.03,1459.0,Severe
1548,Ahmedabad,29-03-2019,133.21,50.0,62.67,47.93,50.0,45.16,24.82,4.2,32.49,7.06,1222.0,Severe
1549,Ahmedabad,30-03-2019,89.74,33.94,68.97,35.31,33.94,9.65,17.76,4.14,32.47,7.07,869.0,Severe
1550,Ahmedabad,31-03-2019,74.35,11.84,58.93,24.38,11.84,10.22,28.63,4.16,32.38,7.0,471.0,Severe
1551,Ahmedabad,01-04-2019,96.96,16.25,88.34,42.22,16.25,15.4,30.19,4.21,32.45,7.08,353.0,Very Poor
1552,Ahmedabad,02-04-2019,122.78,36.74,99.37,75.89,36.74,15.97,25.6,4.21,32.53,7.11,679.0,Severe
1553,Ahmedabad,03-04-2019,109.21,47.6,90.25,79.91,47.6,13.25,26.93,4.22,32.5,7.17,688.0,Severe
1554,Ahmedabad,04-04-2019,94.41,20.27,84.32,56.25,20.27,9.95,21.82,4.2,32.43,7.17,1044.0,Severe
1555,Ahmedabad,05-04-2019,97.92,23.05,75.36,53.96,23.05,11.42,17.98,4.21,32.54,7.06,537.0,Severe
1556,Ahmedabad,06-04-2019,97.68,21.56,72.48,51.45,21.56,12.63,20.2,4.18,32.42,7.08,420.0,Severe
1557,Ahmedabad,07-04-2019,99.9,24.47,56.89,46.01,24.47,15.72,15.01,4.21,32.43,7.08,534.0,Severe
1558,Ahmedabad,08-04-2019,78.55,26.28,69.17,53.36,26.28,11.52,18.04,4.18,32.45,7.09,472.0,Severe
1559,Ahmedabad,09-04-2019,73.58,19.53,63.23,45.42,19.53,11.56,26.46,4.22,32.51,7.09,493.0,Severe
1560,Ahmedabad,10-04-2019,64.02,51.44,40.04,56.47,51.44,6.21,13.73,4.16,32.52,7.14,566.0,Severe
1561,Ahmedabad,11-04-2019,81.22,65.1,44.75,67.79,65.1,7.27,15.7,4.23,32.46,7.16,1121.0,Severe
1562,Ahmedabad,12-04-2019,75.74,21.38,67.43,48.85,21.38,8.99,17.56,4.2,32.5,7.11,944.0,Severe
1563,Ahmedabad,13-04-2019,70.14,20.83,68.1,48.76,20.83,5.29,27.51,4.23,32.6,7.14,395.0,Very Poor
1564,Ahmedabad,14-04-2019,67.2,11.75,57.38,36.76,11.75,7.75,46.45,4.23,32.52,7.18,406.0,Severe
1565,Ahmedabad,15-04-2019,225.49,29.7,62.65,51.85,29.7,30.33,36.29,4.18,32.5,7.11,649.0,Severe
1566,Ahmedabad,16-04-2019,182.46,15.24,59.22,40.26,15.24,49.94,48.98,4.23,32.5,7.17,428.0,Severe
1567,Ahmedabad,17-04-2019,95.69,9.19,60.62,36.3,9.19,85.28,75.85,4.19,32.5,7.12,392.0,Very Poor
1568,Ahmedabad,18-04-2019,93.12,8.88,72.4,41.94,8.88,36.52,74.03,4.19,32.49,7.11,274.0,Poor
1569,Ahmedabad,19-04-2019,64.3,10.74,95.27,54.49,10.74,57.46,74.2,4.19,32.52,7.15,354.0,Very Poor
1570,Ahmedabad,20-04-2019,81.71,23.23,128.87,79.56,23.23,91.79,77.88,4.2,32.51,7.08,419.0,Severe
1571,Ahmedabad,21-04-2019,66.39,60.25,77.36,83.16,60.25,50.53,63.95,4.16,32.47,7.06,1205.0,Severe
